id,conversation_id,created_at,date,time,user_id,username,name,replies_count,retweets_count,likes_count,link,tweet_preprocessed,,,,,,,,,,,,,,,,
1571424460854690000,1571424460854690000,2022-09-18 09:02:41 UTC,9/18/2022,9:02:41,543264218,gtvid_news,GTV Indonesia News,0,0,0,https://twitter.com/GTVID_News/status/1571424460854693888,muhammad agung hidayatullah anak muda asal madiun ditangkap malbes polri akhirnya dipulangkan meski berstatus tersangka agung dikenakan wajib lapor tws gtvnews didugahacker hacker tersangka mintamaaf bjorka madiun,,,,,,,,,,,,,,,,
1571438908247880000,1571438908247880000,2022-09-18 10:00:06 UTC,9/18/2022,10:00:06,429580982,sec_cyber,𝗛𝘂𝗺𝗮𝗻 𝗙𝗶𝗿𝗲𝘄𝗮𝗹𝗹,0,0,0,https://twitter.com/Sec_Cyber/status/1571438908247883776,hunt on for bjorka hacker who leaked over one billion indonesians data and taunted officials,,,,,,,,,,,,,,,,
1571455001767330000,1571455001767330000,2022-09-18 11:04:03 UTC,9/18/2022,11:04:03,1124517245722340000,wahananewsdotco,Wahana News Official,0,3,0,https://twitter.com/wahananewsdotco/status/1571455001767333889,ditetapkan tersangka kasus bjorka pemuda madiun diancam jual hp bjorka kasusbjorka hacker diancam,,,,,,,,,,,,,,,,
1571483154086770000,1571483154086770000,2022-09-18 12:55:55 UTC,9/18/2022,12:55:55,1252799572893510000,tribunlombokcom,TribunLombok.com,6,0,1,https://twitter.com/TribunLombokcom/status/1571483154086776833,mah pemuda penjual es madiun ditetapkan tersangka memberikan petunjuk membongkar sosok bjorka viral viral hacker bjorka madiun polisi bitcoin telegram,,,,,,,,,,,,,,,,
1571584551323050000,1571584551323050000,2022-09-18 19:38:50 UTC,9/18/2022,19:38:50,636763970,saif_bin_safwan,سيف محمد بن صفوان,0,1,2,https://twitter.com/Saif_Bin_Safwan/status/1571584551323054080,bjorka sim indonesia hunts for bjorka hacker selling b sim card users data taunting officials,,,,,,,,,,,,,,,,
1571567495529610000,1571567493667320000,2022-09-18 18:31:03 UTC,9/18/2022,18:31:03,1304864618993520000,boxpiperapp,BOX PIPER,1,0,1,https://twitter.com/boxpiperapp/status/1571567495529615360,the infamous hacker bjorkas top leaks that shocked the public cybersecurity hacker bjorka leaks leakspersonaldata indonesia hackernoontopstory hacks,,,,,,,,,,,,,,,,
1571493864090880000,1571493864090880000,2022-09-18 13:38:28 UTC,9/18/2022,13:38:28,484253966,nicolarsr,Nicola Vanin,0,1,1,https://twitter.com/nicolarsr/status/1571493864090882048,lindonesia di lah caccia a bjorka un hacker che vende miliardi dati utenti schede sim milioni elettori e lah corrispondenza elettronica del presidente del paese lhacker che si fa chiamare bjorka e afferma avere sede a var,,,,,,,,,,,,,,,,
1571490876094050000,1571490876094050000,2022-09-18 13:26:36 UTC,9/18/2022,13:26:36,1568106713890570000,eksplisito,Eksplisit Official,0,0,3,https://twitter.com/EksplisitO/status/1571490876094058496,pesan bjorka pemerintah indonesia bjorka hacker indonesia government,,,,,,,,,,,,,,,,
1571489405772380000,1571489405772380000,2022-09-18 13:20:45 UTC,9/18/2022,13:20:45,1394067629921340000,abuazkahqq,Abu Azka,0,0,0,https://twitter.com/AbuAzkaHQQ/status/1571489405772386304,hacker ancaman siapa lewat youtube bjorka bjorkanesian bjorkaism,,,,,,,,,,,,,,,,
1571449191163100000,1571449191163100000,2022-09-18 10:40:57 UTC,9/18/2022,10:40:57,1525849208611210000,adiwahyudi2022,Adi Wahyudi,0,0,0,https://twitter.com/adiwahyudi2022/status/1571449191163101185,warga indonesia bantu report forum si penjahat sedang bersembunyi berikut dagangannya jual database gelap bjorka fyp viral hackerbjorka hacker cyberpoliceua polisiberita,,,,,,,,,,,,,,,,
1571364164786070000,1571364164786070000,2022-09-18 05:03:06 UTC,9/18/2022,5:03:06,1124517245722340000,wahananewsdotco,Wahana News Official,0,3,0,https://twitter.com/wahananewsdotco/status/1571364164786073600,aduh bjorka tertawa lihat video keamanan data polri viral bjorka hack hacker,,,,,,,,,,,,,,,,
1571317977890550000,1571317977890550000,2022-09-18 01:59:34 UTC,9/18/2022,1:59:34,1124517245722340000,wahananewsdotco,Wahana News Official,0,3,0,https://twitter.com/wahananewsdotco/status/1571317977890553856,pemuda madiun bocorkan tentang bjorka bjorka akunbjorka hack hacker,,,,,,,,,,,,,,,,
1571353708201670000,1571353708201670000,2022-09-18 04:21:33 UTC,9/18/2022,4:21:33,1410049987841450000,arosyada2,Amrina Rosyada,0,0,1,https://twitter.com/ARosyada2/status/1571353708201676802,bagiamana rakyat menyikapi bocornya datadata pribadi hacker ancaman siapa ahad september pukul wib melalui link uiy uiychannel uiyofficial fokus hacker peretas bjorka,,,,,,,,,,,,,,,,
1571511002704870000,1571439801127270000,2022-09-18 14:46:34 UTC,9/18/2022,14:46:34,118446402,haeguys18,callmemartha,0,0,4,https://twitter.com/Haeguys18/status/1571511002704879619,condensedbold seravineu doksing bahasa inggris doxing doxxing berasal kata dox singkatan dokumen sebuah tindakan berbasis internet meneliti menyebarluaskan informasi pribadi publik termasuk data pribadi seseorang individu organisasi,,,,,,,,,,,,,,,,
1571486477036690000,1571439801127270000,2022-09-18 13:09:07 UTC,9/18/2022,13:09:07,479443570,translatorjemah,"Arif Rakhman, Translator, English-Indonesian",0,0,0,https://twitter.com/translatorjemah/status/1571486477036691459,donttrytoomuch reggna bapakaokotak seravineu doxing konsekuensi oversharing diperingatkan atas di mana ditambah negara gak becus urus data pribadi warga harusnya jadi pengingat diri stop oversharing,,,,,,,,,,,,,,,,
1571479991560600000,1571430379743060000,2022-09-18 12:43:21 UTC,9/18/2022,12:43:21,1181396872159620000,michaeljohane20,Mr. YANTO KATES,1,0,3,https://twitter.com/MichaelJohane20/status/1571479991560601601,scahyonugrohos uqiiiiiii ridwanhr doxing yang kena uu ite kalau nyebar data pribadi nik tanggal lahir kalau foto nama kayaknya bukan om,,,,,,,,,,,,,,,,
1571342584349590000,1571127337911200000,2022-09-18 03:37:20 UTC,9/18/2022,3:37:20,2207287164,hvebeenthere,TimeFlies,0,0,0,https://twitter.com/hvebeenthere/status/1571342584349597696,vincentrcrd kalau kamu doxing data pribadi orang akun telegram salah gak tong jadi kamu gak masalahin kalau orang ngedoxing data pribadi kamu di akun telegram mikiiirrr pakai otak kamu anjinggg,,,,,,,,,,,,,,,,
1571309576905190000,1571044381012160000,2022-09-18 01:26:11 UTC,9/18/2022,1:26:11,40580851,imel_imel_an,ImelImelan,1,0,0,https://twitter.com/imel_imel_an/status/1571309576905199616,yunmandolang ferizandra nirwananestesi donadam coba buat akun telegram gak pakai no telpon mah bukan hacker penjual akun telegram yang dipake hacker buat doxing data pribadi jadi kena uu ite buat akun telegram gratis pakai no telepon hacker ga mau pakai no telepon diangomongin ip ip iya dari no telepon,,,,,,,,,,,,,,,,
1571306947781210000,1571306947781210000,2022-09-18 01:15:44 UTC,9/18/2022,1:15:44,3062902477,bangajieku,💪 Mas Aji ☕🎯♂️,5,13,65,https://twitter.com/bangajieku/status/1571306947781218304,bjorka ngehack data kpu masak realbjorkanism hacker bjorka bjorkanism bjorkanesian bjorxanism bjorkanismo bjorkanismgod anonymous sambo ferdysambo ferdisambo,,,,,,,,,,,,,,,,
1571355835413860000,1571355835413860000,2022-09-18 04:30:00 UTC,9/18/2022,4:30:00,375995332,officialinewstv,iNews,0,1,2,https://twitter.com/OfficialiNewsTV/status/1571355835413864448,pemerintah resah ulah bjorka langsung membentuk tim khusus memburu hacker tersebut sang hacker menanggapi pembentukan tersebut meminta pemerintah menghubunginya pemerintah kesulitan yld inews bjorka hacker jokowi mahfudmd,,,,,,,,,,,,,,,,
1571313753270150000,1571313753270150000,2022-09-18 01:42:47 UTC,9/18/2022,1:42:47,115936810,tribunpontianak,Tribun Pontianak,0,0,0,https://twitter.com/tribunpontianak/status/1571313753270157313,peran pemuda madiun kasus hacker bjorka sumber bjorkanism hacker wasit demokrat mah,,,,,,,,,,,,,,,,
1571318249245270000,1571318249245270000,2022-09-18 02:00:38 UTC,9/18/2022,2:00:38,1465529152136560000,officialntv_,Official NusantaraTv,0,0,0,https://twitter.com/officialntv_/status/1571318249245274114,ayah tidak tahu pemuda madiun jadi tersangka bantu bjorka peristiwa viral bjorka madiun peristiwa hacker cyber beritaviral,,,,,,,,,,,,,,,,
1571318311702650000,1571318311702650000,2022-09-18 02:00:53 UTC,9/18/2022,2:00:53,1569679840915360000,tsewelaz,Sewelaz,0,0,0,https://twitter.com/TSewelaz/status/1571318311702654977,film seru drama korea bercerita hacker bjorka intip sinopsis ketiganya bjorka bjorxanism bjorkaism bjorkaspirit bjorkanesia drakor hackerbjorka hacker,,,,,,,,,,,,,,,,
1571328160712750000,1571328160712750000,2022-09-18 02:40:02 UTC,9/18/2022,2:40:02,716348353915686000,hackernoon,HackerNoon | Learn Any Technology,0,1,4,https://twitter.com/hackernoon/status/1571328160712753153,the infamous hacker bjorkas top leaks that shocked the public by dailyabay cybersecurity hacker,,,,,,,,,,,,,,,,
1571347594709980000,1571347594709980000,2022-09-18 03:57:15 UTC,9/18/2022,3:57:15,1488773429113150000,vdvc_talk,VDVC Talk,1,2,8,https://twitter.com/vdvc_talk/status/1571347594709987329,wakil ketua komisi pemberantasan korupsi kpk nurul ghufron mengklaim data milik lembaganya aman terkendali disentuh hacker bjorka vdvctalk bjorka hacker kpk,,,,,,,,,,,,,,,,
1571347735638600000,1571347594709980000,2022-09-18 03:57:49 UTC,9/18/2022,3:57:49,1488773429113150000,vdvc_talk,VDVC Talk,0,0,0,https://twitter.com/vdvc_talk/status/1571347735638605826,nanti data lembaganya dibobol bjorka pihaknya memastikan menangkal tersebut ghufron meminta doa masyarakat data kpk dibobol bjorka bagaimana tanggapan sobat vdvc vdvctalk bjorka hacker kpk,,,,,,,,,,,,,,,,
1571351565310780000,1571351565310780000,2022-09-18 04:13:02 UTC,9/18/2022,4:13:02,58880688,pikiran_rakyat,Pikiran Rakyat,0,0,0,https://twitter.com/pikiran_rakyat/status/1571351565310783488,drama bjorka vs pemerintah indonesia sang hacker berikan pesan khusus usai anak madiun ditangkap bjorka hacker pemerintah selengkapnya via youtube,,,,,,,,,,,,,,,,
1571606348965760000,1571606348965760000,2022-09-18 21:05:27 UTC,9/18/2022,21:05:27,1481758637047840000,kylokung,kylokunid,0,0,1,https://twitter.com/KylokunG/status/1571606348965761024,yakin pak sudah aman hacker bjorka,,,,,,,,,,,,,,,,
1571628274698290000,1571628274698290000,2022-09-18 22:32:34 UTC,9/18/2022,22:32:34,1500671688123430000,podcastradio6,PODCAST RADIO,0,0,0,https://twitter.com/PODCASTRADIO6/status/1571628274698297346,hari penjahat kelamin siang wib klik link lalu subscribe aktifkan loncengnya anda mendapatkan notifikasi sudah tayang podcast podcastradio bjorka hacker pencuriandata tranding viral,,,,,,,,,,,,,,,,
1571402314300150000,1571402314300150000,2022-09-18 07:34:41 UTC,9/18/2022,7:34:41,1346374027690920000,pakrwcom,pakrw.com,0,0,0,https://twitter.com/PakrwCom/status/1571402314300153856,pengakuan pemuda madiun jual akun telegram bjorka menjadi pilihan pembaca sabtu baca jatimnow pilihanpembaca hacker bjorka rumahterb,,,,,,,,,,,,,,,,
1571669541566160000,1571669541566160000,2022-09-19 01:16:33 UTC,9/19/2022,1:16:33,1323613782656990000,jatimnowdotcom,Jatimnow.com,0,0,0,https://twitter.com/jatimnowdotcom/status/1571669541566164992,penangkapan pemuda madiun terkait hacker bjorka sangat menarik perhatian pembaca berikut faktanya jatimnow fakta hacker bjorka peretasan surabaya madiun timcybermabespolri,,,,,,,,,,,,,,,,
1571911281531320000,1571911281531320000,2022-09-19 17:17:08 UTC,9/19/2022,17:17:08,984805933808205000,ukurang,sukacheckoutshopee,0,0,0,https://twitter.com/ukurang/status/1571911281531322369,cincin cewek model jam tangan ke rehan natalie menit lucas dita v vogue interview pinjaman online park jihoon malam ferdysambo jungkookie taehyung sambo jennie kominfo bjorka senin malming bts txt svt leejongsuk hacker gempa,,,,,,,,,,,,,,,,
1571910343907210000,1571910343907210000,2022-09-19 17:13:25 UTC,9/19/2022,17:13:25,984805933808205000,ukurang,sukacheckoutshopee,0,0,0,https://twitter.com/ukurang/status/1571910343907213314,jepitan rambut cewek korea lucu ke rehan natalie menit lucas dita v vogue interview pinjaman online park jihoon malam onepiece jungkookie taehyung sambo jennie kominfo bjorka senin malming bts txt svt leejongsuk hacker gempa,,,,,,,,,,,,,,,,
1571909041613580000,1571909041613580000,2022-09-19 17:08:14 UTC,9/19/2022,17:08:14,984805933808205000,ukurang,sukacheckoutshopee,0,0,0,https://twitter.com/ukurang/status/1571909041613582336,miniatur freezer ice cream ke rehan natalie menit lucas dita v vogue interview pinjaman online park jihoon malam onepiece jungkookie taehyung sambo jennie kominfo bjorka senin malming bts txt svt leejongsuk hacker gempa,,,,,,,,,,,,,,,,
1571907910393020000,1571907910393020000,2022-09-19 17:03:45 UTC,9/19/2022,17:03:45,984805933808205000,ukurang,sukacheckoutshopee,0,0,1,https://twitter.com/ukurang/status/1571907910393024514,baju dress anak perempuan import ke rehan natalie menit lucas dita v vogue interview pinjaman online park jihoon malam onepiece jungkookie taehyung sambo jennie kominfo bjorka senin malming bts txt svt leejongsuk hacker,,,,,,,,,,,,,,,,
1571905491881850000,1571905491881850000,2022-09-19 16:54:08 UTC,9/19/2022,16:54:08,219527452,suaramerdeka,suaramerdeka.com,0,0,1,https://twitter.com/suaramerdeka/status/1571905491881852928,bikin pejabat ketar ketir gaji hacker gak mainmain hingga tembus miliaran rupiah berapa hasil bjorka hacker bjorka gaji ruangdigital digital ahli komputer,,,,,,,,,,,,,,,,
1571892208957290000,1571892208957290000,2022-09-19 16:01:21 UTC,9/19/2022,16:01:21,1562647656773860000,dharma_aditya20,Reza,0,0,1,https://twitter.com/Dharma_Aditya20/status/1571892208957296642,ngebobol sistem seperti ngebobol pintu koskos an hacker bjorka bjorkanism bjorkanesian ferdysambo hackernews hackerbjorka indoviral,,,,,,,,,,,,,,,,
1571853668672220000,1571853668672220000,2022-09-19 13:28:12 UTC,9/19/2022,13:28:12,1252799572893510000,tribunlombokcom,TribunLombok.com,0,0,0,https://twitter.com/TribunLombokcom/status/1571853668672221184,nikita mirzani menanggapi komentar pedas bjorka mengenai dirinya kali nyai meminta hacker tidak banyak alasan nikita nikitamirzani nyai viral hacker bjorka twitter instagram bjorkanism,,,,,,,,,,,,,,,,
1571848965355870000,1571848965355870000,2022-09-19 13:09:31 UTC,9/19/2022,13:09:31,1568438148270820000,dhindabinga22,dhindabinga22,0,0,0,https://twitter.com/dhindabinga22/status/1571848965355876359,semakin panas saling ancam bjorka viral hacker bisniaonline,,,,,,,,,,,,,,,,
1571811744305260000,1571811744305260000,2022-09-19 10:41:37 UTC,9/19/2022,10:41:37,3315630354,videotribun,TRIBUN Video,0,0,7,https://twitter.com/VideoTRIBUN/status/1571811744305262599,nikita mirzani ancam bongkar identitas amp ragukan kemampuan bjorka hacker sentil masa lalu nyai beritaterkini nikitamirzani bjorkanism bjorka hacker hackerbjorka datapribadi klik selengkapnyagtgt,,,,,,,,,,,,,,,,
1571802116565630000,1571802116565630000,2022-09-19 10:03:21 UTC,9/19/2022,10:03:21,1252799572893510000,tribunlombokcom,TribunLombok.com,0,0,0,https://twitter.com/TribunLombokcom/status/1571802116565635074,berikut berbagai petunjuk mengungkap sosok bjorka hacker viral tengah dicari aparat kepolisian indonesia doxing bjorka bjorkanism telegram viral madiun polisi hacker doxing,,,,,,,,,,,,,,,,
1571789861614680000,1571789861614680000,2022-09-19 09:14:40 UTC,9/19/2022,9:14:40,1471410347223310000,itbox_id,ITBOX INDONESIA,0,0,0,https://twitter.com/itbox_id/status/1571789861614682114,terjadi client punya terlaly banyak ide programming programmer hacker bjorka desorden,,,,,,,,,,,,,,,,
1571784784233500000,1571784784233500000,2022-09-19 08:54:29 UTC,9/19/2022,8:54:29,1252799572893510000,tribunlombokcom,TribunLombok.com,0,0,0,https://twitter.com/TribunLombokcom/status/1571784784233504769,hacker bjorka mengatakan dirinya tidak mau meladeni nikita mirzani sang hacker wanita akrab disapa nyai cuma purapura baik nikitamirzani viral hacker nyai niki bjorka nikita,,,,,,,,,,,,,,,,
1571912022291520000,1571912022291520000,2022-09-19 17:20:05 UTC,9/19/2022,17:20:05,984805933808205000,ukurang,sukacheckoutshopee,0,0,2,https://twitter.com/ukurang/status/1571912022291525633,bando boneka lucu korean style import ke rehan natalie menit lucas dita v vogue interview pinjaman online park jihoon malam ferdysambo jungkookie taehyung sambo jennie kominfo bjorka senin malming bts txt svt leejongsuk hacker gempa,,,,,,,,,,,,,,,,
1571772940483710000,1571772940483710000,2022-09-19 08:07:25 UTC,9/19/2022,8:07:25,1252799572893510000,tribunlombokcom,TribunLombok.com,0,0,1,https://twitter.com/TribunLombokcom/status/1571772940483710977,pedagang es madiun berinisial mah mengungkapkan cara komunikasi hacker bjorka tengah jadi sorotan beberapa waktu terakhir viral hacker bjorka mah madiun jawatimur polisi bjorkanism telegram,,,,,,,,,,,,,,,,
1571767876075370000,1571767876075370000,2022-09-19 07:47:18 UTC,9/19/2022,7:47:18,1346374027690920000,pakrwcom,pakrw.com,0,0,0,https://twitter.com/PakrwCom/status/1571767876075372544,penangkapan pemuda madiun terkait hacker bjorka sangat menarik perhatian pembaca berikut faktanya baca jatimnow fakta hacker bjorka peretasa,,,,,,,,,,,,,,,,
1571767554330460000,1571767554330460000,2022-09-19 07:46:01 UTC,9/19/2022,7:46:01,799501442990141000,faktualnewsco,FaktualNews.co,0,0,1,https://twitter.com/faktualnewsco/status/1571767554330464261,pemuda madiun muhammad agung hidayatullah mah membeberkan keterkaitan dirinya hacker mengacakacak data pemerintah bjorka pemuda tahun mengaku dirinya pembuat kanal telegram bjorkanism bagaimana kalian bjorkanesian hacker,,,,,,,,,,,,,,,,
1571766163520260000,1571766163520260000,2022-09-19 07:40:30 UTC,9/19/2022,7:40:30,174631261,kilat_com,Kilat.com,0,0,0,https://twitter.com/Kilat_com/status/1571766163520262146,buntut terseret kasus bjorka muhammad agung mengaku sempat alami ancaman intimidasi jual ponselnya bjorka hackerbjorka hacker,,,,,,,,,,,,,,,,
1571761836827250000,1571761836827250000,2022-09-19 07:23:18 UTC,9/19/2022,7:23:18,1346374027690920000,pakrwcom,pakrw.com,0,0,0,https://twitter.com/PakrwCom/status/1571761836827250695,orang tua tidak tahu makanya memberi informasi tidak di rumah tegasnya baca jatimnow hacker bjorka madiun peretasan b,,,,,,,,,,,,,,,,
1571757116641410000,1571757116641410000,2022-09-19 07:04:33 UTC,9/19/2022,7:04:33,1323613782656990000,jatimnowdotcom,Jatimnow.com,0,0,0,https://twitter.com/jatimnowdotcom/status/1571757116641415170,orang tua tidak tahu makanya memberi informasi tidak di rumah tegasnya jatimnow hacker bjorka madiun peretasan,,,,,,,,,,,,,,,,
